text,id,annotation
"ومصيبة وكاريثة العظمة هي إدارة المهرجان صيفطت ليها دعوة مجوبتش عليه حتى دخل الملك شخصيا هههههههه 
الملك باغي يموسق شعبه لكن مبغيهش يقرا تعليم توقف 3 شهور وهو ولا في هد العالم 
حسبنا الله ونعم الوكيل",R_1025538358903404,['Citizens Priorities First']
Khalid Ait Mariam ansa9sa ssi brahim o3li,R_1026860262180386,['Outliers']
Asteria Il rah deja galik we7din kaydiro lkpop aykono,R_1027392262411902,['discussing choices singers']
Yassine Dako masdar ara dik lyed hhhhhh,R_1027431688899251,['Outliers']
"Unfortunately I'm from Algeria. And we can't pass through Morocco
Although I live near to it",R_1028001525722521,['critique Algerians']
"اغانيها غير على pussy و  ass 
غتبقا تسمع ف دوزام pussy pussy",R_1028240421965809,['discussing choices singers']
Doha Elm signs of the end of days,R_1028673098680840,['discussing choices singers']
Amer Hk,R_1028842981977626,['Outliers']
Haaa,R_1029196721957157,['Outliers']
"Wow, so cool!!!!
Oh wait! This isn't the US ignoring the genocide in Gaza, this is Morocco, Al maghrib with a 99.9% Muslim population!",R_1029454102133507,['Criticism of Festival - Palestine']
Nari zahya had l3am,R_1029823315541547,['Excited for Mawazine']
"Walid El Aouni Thanks for the comments! it means a lot to Shakira  And it's a great and lucky to you because you have been a good old time Top Fan And I'm so proud of you. This is the great opportunity to talk to Shakira privately using the link below and show how much you love and support her 👇👇👇👇👇👇👇👇👇👇👇👇

https://t.me/Shakiralink",R_1029989582049219,['discussing choices singers']
"لفاطمي لعلوي 
لا علاقة ليها بالفوسفاط او فلوس الدولة، شركات خاصة بحثة هي للي ممولة هادشي و هي للي كتاخد الأرباح، الدعم العمومي تحبس نهائيا ف 2012، و المداخيل باش كيجيبو هادشي شي 35% من الخواص و 65% من التذلكر و الإشهارات، يعني للي بغا موازين يحبس خاصو يقنع المغاربة ما يمشيوش لسه ✌🏽",R_1030149462009583,['Financement']
Hadi ne représente pas le Maroc elle doit représenter l'Égypte c'est tout,R_1030239142008251,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_1030379032037868,['hashtags boycott']
كيف تعطيك نفسك وعروبتك تمشي لحفلات وتشطح وتسهر ولنا اخوان و اخوات يعانون ويبادون بشكل يومي. ايها المسلم لقد تم تغليف عقلك بتفاهات. وتم حجب الحقيقة التي أمام اعينك. استفق ايها المسلم من سباتك!!!!!!!!!#freepalestine🇵🇸,R_1030837435119291,['Criticism of Festival - Palestine']
"L3foo, AstaghfiruAllah",R_1031056995109283,['Autre']
الاغنية لي درتي ديال bts ولكن هادو را ateez والمعجبين ديالهم سميتهم atiny هاد الفرقة دارو اغنية ترسيمهم فالمغرب  يعني اول فرقة ممكن يجيبو لموازين قبل كان غادي يجي psy ولكن الغى الحفل فالدقيقة التسعين و bts راهم فالعسكر  غادي يخرجو العام الجاي المهم هادشي لي كاين,R_1033252361696864,['discussing choices singers']
Alright ❌️ Haa3✅️,R_1033282241487787,['Autre']
#مقاطعة_مهرجان_موازين,R_1033380948198131,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1034287764728773,['hashtags boycott']
موازين و باغين نقلبو الموازين على خوتنا ف إقليم الحوز. راه مزالين محتاجين.. موازين شنو غاتستافد الأمة منهم!!,R_1035100271373837,['Criticism of Festival - Zelzal']
#boycottmawazine,R_1035235761535260,['hashtags boycott']
PROUD,R_1037010524060106,['Autre']
Moad Zemrani https://t.me/+9Hcsm_gcXAA1OWY0,R_1038870461182087,['Outliers']
Do-chihana Mostafa,R_1039492260840289,['Outliers']
Aziz Ben Lhaje كثم ربك ام كلثوم هيا الرب الحقيقي وتدعس على ربك بحنجرتها قبل جزمتها,R_1040318424394469,['Oum Kaltoum - Hologram']
Moroccan Digital Club hadchi f 2012 m3raf daaba ch7al o hada ghir l base pay,R_1040334494917206,['Tickets']
"Moustafa Tabica
والله ما كذبتي اخاي",R_1040787867258904,['Autre']
Bro tryna snickk in Taylor swift,R_1041189683839100,['Autre']
@assia_bin مالها حررت القدس,R_1041303923599960,['Criticism of Festival - Palestine']
Oussama Mahboub تماما,R_1041571383984977,['Autre']
Come to Brazil,R_1041632220763963,['Outliers']
@it_alien_ somehow yeah hhhhh,R_1042270983520983,['Outliers']
@nada.hassounii  majed 🫡,R_1042425590910821,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_1042761650793617,['hashtags boycott']
"#مقاطعون_موازين_متضامنون_مع_فلسطين   #المقاطعة_أقل_واجب
  إخواننا يذبحون ويُقتلون لا وقت لدينا للمهرجانات والاحتفالات #Boycott_mawazine_in_solidarity_with_Palestine #Boycott_is_less_duty
      Our brothers are being slaughtered and killed. We have no time for festivals and celebrations",R_1043072833846433,['hashtags boycott']
الاستعدادات لموازين قرب المسجد تخيل المسلمين ايكونو كيصليو صلاة العشاء فالمسجد وحداهم وحدين كيشطحو والصوت طبعا ايكون عالي. إنها علامات الساعة بإمتياز واضحة غير لي بغا يكدب على راسو اللهم إن هذا منكر حسبنا الله ونعم الوكيل ☝️ #قاطعوا_موازين,R_1043143963940799,['hashtags boycott']
"Ftimou Tazit .
بغيا تزيدي عليه دنوب ولانشون",R_1044046973747846,['Autre']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين ❌ #مقاطعون_موازين ❌ #خليه_يصفر 🚷,R_1044130220508840,['hashtags boycott']
Pause حيت كيفهموه غاًلمقودين,R_1044345073783471,['Autre']
#freephalestine🇵🇸❤️,R_1045975353813373,['Criticism of Festival - Palestine']
Haaa3ghg,R_1046521993472045,['Outliers']
Central cee,R_1046770406414414,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1047540756876387,['hashtags boycott']
@malak.mahrezz @inass_nousair @aya_tiiii اطيييززززز,R_1047675723384702,['Excited for Mawazine']
عقلو على هضرتي نهار لي هتنزل فالمطار ديال بلادنا غيبداو الكوارث و متسولنيش علاش . غادي يكثر قيل و قال و غادي يوقعو حوايج بزااف . سكريني وعقال,R_1048965143567129,['Availability of Proper Infrastructure ']
NA,R_1050220629415261,['Outliers']
"Deftones, Metallica, AC/DC , System of a down, korn",R_1050488933393588,['Autre']
شي زلزال جاي.....,R_1052964836004780,['Criticism of Festival - Zelzal']
نجيب...مشاري ..ونجيب ..عائض القرني..ونجيب..ماهر المعيقلي..وهزاع البلوشي.سعد الغامدي😢😢..وصاف❤️,R_1053064092988506,['Autre']
Amine Ben  ملي ما تكون فاهم حتى حاجة و كيصحاب ليك فاهم ، و تردد نفس الاسطوانة ديال دوك للي باغينك تبقى في الحضيرة . سول نفسك واش الفوسفاط شركة خاصة ؟ واش انت أصلا كتعرف شحال المدخول ديال او سي بي ؟ و سير سوف واش غادي تلقاه ف شي بورصة ، و سول نفسك و قارن نفسك شحال كتخلص في ثمن دقيقة ديال المكالمة مقارنة بدول العالم ،اذا كانت الاتصالات شركات خاصة ، شكون يحمي المواطن من جشع مالين الشكارة ؟ .. اودي سير على الله,R_1053396629682678,['Outliers']
"هل تعرفون ما هي الأمنيات المذكورة في القرآن الكريم..
_ يا ليتني كنت ترابا!!
_ يا ليتني قدمت لحياتي!!
_ يا ليتني لم أوتَ كتابيه !!
_ يا ليتني لم أتخذ فلاناً خليلا!!
_ يا ليتنا أطعنا الله و اطعنا الرسولا!!
_ يا ليتني إتخذت مع الرسول سبيلا!!
_ يا ليتني كنت معهم فأفوز فوزا عظيما !!
جميعها امنيات الاموات التي يمكننا ادراكها 
الآن ، فلنتداركها ما دمنا احياء قبل فوات الأوان.
لاتمر قبل ان تذكر الله وتستغفر لذنبك .🤲
اللهم أيقظ قلوبنا من الغفلة ،🤲",R_1054551892824701,['Outliers']
AYO STAN ATEEZ!! LEBIH BAIK TERLAMBAT DARIPADA TIDAK SAMA SEKALI 🫵🫵🫵🫵,R_1055736956269089,['discussing choices singers']
Simo Kachani nsssaaaaa,R_1056310756023698,['Autre']
Ismail Boussadine موازين فمنصة عمومية ههه؟ الى كنتي بغيتي تگلس فالمؤخرة تاعو اه! وفهاد لحالة غير قاطع تدير خير فراسك وفناس والله حيت گاع هادوك لي يگلسو تما كايجيو غير يخسرو لجوو وصافي غالمبهدل على خوه هوما نيت لي كاتعطيهم شوف تيفي لميكرو 😂😂,R_1056523268770324,['Festival Location']
ßlock Łock خويا واش. بهاد شي تتفاخر هههههههههههه هههههههههههه هههههههههههه هههههههههههه,R_1056797045544888,['Criticism of Festival - Social Values']
Houssame X جمع الصاك وتبعنا ههه,R_1057570042187917,['Excited for Mawazine']
Ali Rdn  zayd ad tfrjt Han snkrntid ghdowakal 😂😂,R_1057614579301780,['Autre']
"Siahoui Souad لا تفرح كتير 
60سنة من الحرب من طرف عسكر فرنسا الإرهابي لي إسقاط المالكية النتجة عشرية كحلة زحلة قتل العسكر الجزائري الإره/ابي 350الف جزائري والنتجة طوابير الدل والعار ولحم الحمير والبغال",R_1058187945259397,['critique Algerians']
Omggggggggggg ❤️❤️,R_1058367338551324,['Excited for Mawazine']
QUEEN 🔥,R_1059166655129767,['discussing choices singers']
Drake is getting punched,R_1059358605145373,['discussing choices singers']
Dak disk lotorot zwin,R_1059408948665367,['discussing choices singers']
"خليه إغني بوحو
#مقاطعة مهرجان موازين 
❌❌❌",R_1060900745608911,['hashtags boycott']
Oussama Hadioui,R_1062257495076935,['Outliers']
WAP in coming?,R_1063494868083351,['Demande_Singers']
Menyala ateezzkuuu❤️,R_1063956394902105,['Outliers']
Mieux que Nancy😂,R_1065224131413649,['discussing choices singers']
As an Army💜 welcome Ateez to Morocco 💜💜🇲🇦,R_1066387577789985,['discussing choices singers']
@mawazine جمعو علينا بوزبال لي كاتعيطو ليه #لا_لدخول_بلطي_للمغرب,R_1067007257697864,['Balti - Polisario']
Mary Belle,R_1068016177797892,['discussing choices singers']
اهنا فين تلهينا مع لقحاب 200000 dh,R_1068277564448528,['Autre']
@mmbensaid سمعتي هدا تونسي حتى هو قالك مع البوليساريو وظد وحدتنا وجايبينو الموازين لا لأي خونة في بلادنا وعلى ارضنا والله انه لادخل ويعرف المغاربة الاحرار علاش قادين,R_1069265457898530,['Balti - Polisario']
ياك ماغدي يدوزوها ف 2m ناري 2m قودتها عاوتاني بحال موازين2015,R_1069744800961166,['Criticism of Festival - Social Values']
Greatness Emad Il لا صغرتو اكبر دابا ما بين دوجا و كاردي,R_1069769467685858,['Autre']
"واش بلادنا ديال موازين ؟؟؟؟؟؟؟؟
اتقاو الله فهاد الشعب ، الناس واحلة مع قوتها اليومي ، انتوما باغيين تحيبو العاهرات من الشرق الغرب اتخسرو عليهم الملايير !!!!! ميزانية موازين بنيو بيها 5 المستشفيات جامعية ، و لا بنيو بيها غير ديور الناس اداللي رابت في الزنزال امازالين مساكن عايشين فالانقاض ا فالخيام !!!!",R_1069986597398152,['Criticism of Festival - Zelzal']
